account_id,acct_creation_date,statement_frequency,account_district,num_customers,credit_cards,loan_date,loan_amount,loan_payment,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,max_balance,min_balance,credit_bank_transfer_other_txn_ct,credit_bank_transfer_other_txn_tot,credit_bank_transfer_other_avg_txn,credit_cash_other_txn_ct,credit_cash_other_txn_tot,credit_cash_other_avg_txn,credit_other_interest_credit_txn_ct,credit_other_interest_credit_txn_tot,credit_other_interest_credit_avg_txn,debit_bank_transfer_household_payment_txn_ct,debit_bank_transfer_household_payment_txn_tot,debit_bank_transfer_household_payment_avg_txn,debit_cash_statement_charge_txn_ct,debit_cash_statement_charge_txn_tot,debit_cash_statement_charge_avg_txn,debit_cash_other_txn_ct,debit_cash_other_txn_tot,debit_cash_other_avg_txn,debit_bank_transfer_loan_payment_txn_ct,debit_bank_transfer_loan_payment_txn_tot,debit_bank_transfer_loan_payment_avg_txn,debit_bank_transfer_insurance_payment_txn_ct,debit_bank_transfer_insurance_payment_txn_tot,debit_bank_transfer_insurance_payment_avg_txn,debit_bank_transfer_other_txn_ct,debit_bank_transfer_other_txn_tot,debit_bank_transfer_other_avg_txn,credit_bank_transfer_pension_benefit_txn_ct,credit_bank_transfer_pension_benefit_txn_tot,credit_bank_transfer_pension_benefit_avg_txn,debit_credit_card_other_txn_ct,debit_credit_card_other_txn_tot,debit_credit_card_other_avg_txn,debit_cash_household_payment_txn_ct,debit_cash_household_payment_txn_tot,debit_cash_household_payment_avg_txn,debit_cash_negative_balance_charge_txn_ct,debit_cash_negative_balance_charge_txn_tot,debit_cash_negative_balance_charge_avg_txn,debit_cash_insurance_payment_txn_ct,debit_cash_insurance_payment_txn_tot,debit_cash_insurance_payment_avg_txn,pmt_order_ct,pmt_order_avg_amt,owner_client_id,gender,birth_date,owner_district
788,1996-06-25,monthly,Pribram,2,1,,,,,,,5000,15,34537,900,0,0,0,1,900,900,28,2751,98.25,25,77400,3096,25,375,15,32,59510,1859.6875,0,0,0,0,0,0,0,0,0,30,164190,5473,0,0,0,0,0,0,0,0,0,0,0,0,1,3096,942,F,1931-09-02,Pribram
789,1995-02-06,monthly,Most,2,1,1995-11-23,73056,1522,48,current,FALSE,7100,15,33555,500,0,0,0,53,303992,5735.698113207547,47,3620,77.02127659574468,42,90426,2153,42,630,15,31,70580,2276.7741935483873,37,56314,1522,0,0,0,42,68922,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1772,944,M,1970-12-18,Most
790,1993-05-11,monthly,Brno - mesto,1,1,1994-07-24,208128,4336,48,expired,TRUE,58100,15,147308,-1070,0,0,0,91,1887874,20745.86813186813,67,11398,170.11940298507463,0,0,0,61,915,15,130,1657563,12750.484615384616,41,177776,4336,0,0,0,0,0,0,0,0,0,16,34000,2125,0,0,0,0,0,0,0,0,0,1,4335.8,946,M,1951-08-06,Brno - mesto
791,1995-12-14,monthly,Semily,1,,,,,,,,6800,15,27978,700,0,0,0,1,700,700,32,2391,74.71875,32,97728,3054,31,465,15,30,55020,1834,0,0,0,0,0,0,0,0,0,36,174744,4854,0,0,0,0,0,0,0,0,0,0,0,0,1,3054,948,M,1924-04-22,Semily
792,1997-08-13,monthly,Beroun,1,,,,,,,,7000,15,34008,400,16,57584,3599,6,20000,3333.3333333333335,16,1768,110.5,12,5820,485,11,165,15,21,33370,1589.047619047619,0,0,0,11,6468,588,11,14586,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,799.6666666666666,949,M,1976-07-27,Beroun
793,1993-01-03,monthly,Pardubice,2,1,,,,,,,4900,15,32247,800,72,244872,3401,1,800,800,72,6383,88.65277777777777,0,0,0,67,1005,15,81,77520,957.0370370370371,0,0,0,0,0,0,204,154156,755.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,755.6666666666666,,,,
794,1997-04-24,monthly,Vyskov,1,,,,,,,,5100,15,20714,900,20,60440,3022,1,900,900,16,1052,65.75,0,0,0,15,225,15,10,13920,1392,0,0,0,0,0,0,30,30210,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1007,952,F,1951-05-01,Vyskov
795,1995-01-27,monthly,Klatovy,1,,,,,,,,21800,15,75695,900,0,0,0,79,355764,4503.341772151899,47,8141,173.2127659574468,42,124992,2976,42,630,15,56,162600,2903.5714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2976,953,M,1937-10-17,Klatovy
796,1997-02-13,monthly,Hl.m. Praha,1,,,,,,,,54800,15,118645,700,0,0,0,18,195107,10839.277777777777,20,3479,173.95,0,0,0,4,60,15,14,173354,12382.42857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,2100,2100,0,0,0,0,0,0,0,0,0,,,954,F,1942-10-20,Hl.m. Praha
797,1996-11-20,monthly,Hodonin,1,,,,,,,,44200,15,107581,900,25,942230,37689.2,1,900,900,25,4800,192,0,0,0,20,300,15,59,908624,15400.406779661016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,955,M,1970-01-28,Hodonin
798,1996-04-22,monthly,Hl.m. Praha,1,1,,,,,,,6480,15,51494,600,32,104736,3273,20,53600,2680,32,4488,140.25,27,58914,2182,27,405,15,44,53920,1225.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2182,956,M,1966-10-21,Hl.m. Praha
799,1993-10-10,monthly,Breclav,2,1,,,,,,,4800,300,23400,200,0,0,0,16,40000,2500,8,450,56.25,0,0,0,0,0,0,15,31100,2073.3333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,957,F,1941-12-23,Breclav
800,1997-12-06,monthly,Praha - zapad,1,,,,,,,,5100,15,36366,1100,13,48789,3753,8,35000,4375,13,1359,104.53846153846153,9,19827,2203,8,120,15,10,30370,3037,0,0,0,0,0,0,9,2691,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1251,959,F,1962-09-12,Praha - zapad
801,1997-07-23,monthly,Jindrichuv Hradec,1,,,,,,,,9600,15,33244,300,0,0,0,22,123884,5631.090909090909,17,1161,68.29411764705883,13,33345,2565,12,180,15,19,66480,3498.9473684210525,0,0,0,0,0,0,12,9204,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1666,960,F,1957-04-13,Jindrichuv Hradec
802,1994-12-20,monthly,Cesky Krumlov,1,,,,,,,,14900,15,49406,300,0,0,0,1,300,300,44,6466,146.95454545454547,43,80668,1876,43,645,15,61,138600,2272.1311475409834,0,0,0,0,0,0,0,0,0,48,258048,5376,0,0,0,0,0,0,0,0,0,0,0,0,1,1876,961,F,1931-10-04,Cesky Krumlov
803,1995-09-09,monthly,Prachatice,1,,,,,,,,66900,3,155437,-14628,0,0,0,56,1293394,23096.321428571428,37,5219,141.05405405405406,0,0,0,32,480,15,75,1285129,17135.053333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,215,35.833333333333336,0,0,0,,,962,M,1966-02-19,Prachatice
804,1996-02-06,monthly,Zlin,1,,,,,,,,22880,15,76735,500,0,0,0,44,338288,7688.363636363636,34,6005,176.61764705882354,30,70260,2342,29,435,15,41,167540,4086.3414634146343,0,0,0,0,0,0,30,20460,682,0,0,0,6,14100,2350,0,0,0,0,0,0,0,0,0,2,1512,963,F,1966-12-17,Zlin
805,1996-12-02,monthly,Praha - vychod,1,,,,,,,,31200,5,58470,-2400,25,391710,15668.4,7,40500,5785.714285714285,25,2920,116.8,0,0,0,20,300,15,45,425500,9455.555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,1,1424.4,964,F,1953-10-21,Praha - vychod
806,1996-10-29,monthly,Rakovnik,2,1,,,,,,,8580,15,26475,300,26,89622,3447,1,300,300,22,1633,74.22727272727273,22,50556,2298,21,315,15,20,21480,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2298,965,F,1972-12-01,Rakovnik
808,1995-06-13,monthly,Jesenik,1,,1996-04-11,215616,4492,48,current,TRUE,18700,6,50125,-4385,0,0,0,44,703210,15982.045454545454,84,5791,68.94047619047619,0,0,0,37,555,15,43,186580,4339.069767441861,31,139260,4492.258064516129,0,0,0,0,0,0,0,0,0,0,0,0,37,352400,9524.324324324325,10,110,11,0,0,0,1,4492,968,M,1957-02-17,Jesenik
809,1995-12-20,monthly,Liberec,1,,,,,,,,21200,15,58300,900,0,0,0,37,766002,20702.756756756757,35,3577,102.2,31,257238,8298,31,465,15,58,472180,8141.0344827586205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8298,970,M,1957-03-29,Liberec
810,1995-11-11,monthly,Nachod,2,,,,,,,,8800,15,31081,200,0,0,0,1,200,200,38,2944,77.47368421052632,33,68508,2076,33,495,15,42,86010,2047.857142857143,0,0,0,0,0,0,0,0,0,38,182324,4798,0,0,0,0,0,0,0,0,0,0,0,0,1,2076,971,F,1919-01-01,Nachod
812,1996-08-30,monthly,Hl.m. Praha,1,,,,,,,,22300,15,70929,1000,0,0,0,31,605447,19530.548387096773,28,4251,151.82142857142858,23,209944,9128,23,345,15,52,364560,7010.7692307692305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9128,975,F,1959-07-12,Hl.m. Praha
813,1993-02-10,monthly,Jindrichuv Hradec,1,,1994-05-11,24312,2026,12,expired,FALSE,24322,15,61338,1100,71,935858,13181.098591549297,13,32400,2492.3076923076924,71,10570,148.8732394366197,0,0,0,66,990,15,159,918252,5775.169811320755,12,24312,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025.7,976,F,1955-11-19,Jindrichuv Hradec
814,1996-10-06,monthly,Sumperk,1,1,,,,,,,17100,15,39283,300,0,0,0,1,300,300,27,2435,90.18518518518519,23,36754,1598,22,330,15,34,116470,3425.5882352941176,0,0,0,0,0,0,22,13904,632,27,182520,6760,0,0,0,0,0,0,0,0,0,0,0,0,2,1115,977,F,1926-05-10,Sumperk
815,1993-08-25,monthly,Breclav,2,,,,,,,,4560,15,21167,300,64,187136,2924,1,300,300,60,4190,69.83333333333333,0,0,0,59,885,15,69,59560,863.1884057971015,0,0,0,0,0,0,59,114991,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1949,978,F,1968-06-09,Breclav
816,1993-08-05,monthly,Usti nad Orlici,1,,1995-01-08,48624,2026,24,expired,FALSE,60200,15,153641,200,0,0,0,118,2808368,23799.728813559323,65,17484,268.9846153846154,59,266326,4514,59,885,15,168,2409089,14339.815476190477,24,48624,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3269.85,,,,
817,1994-03-18,monthly,Kolin,1,,1995-02-17,538500,8975,60,current,FALSE,23800,15,69776,200,0,0,0,58,1326256,22866.48275862069,57,6678,117.15789473684211,53,244065,4605,52,780,15,95,632100,6653.684210526316,46,412850,8975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6790,981,M,1960-06-28,Kolin
819,1995-04-22,monthly,Strakonice,2,,,,,,,,24000,15,68644,600,0,0,0,47,927572,19735.574468085106,44,7923,180.0681818181818,0,0,0,39,585,15,57,814220,14284.561403508771,0,0,0,0,0,0,0,0,0,0,0,0,27,59000,2185.185185185185,0,0,0,0,0,0,0,0,0,,,984,M,1949-07-03,Strakonice
820,1995-11-04,monthly,Ostrava - mesto,1,,,,,,,,39840,15,69070,200,0,0,0,50,527883,10557.66,38,7216,189.89473684210526,33,6930,210,33,495,15,57,285360,5006.315789473684,0,0,0,0,0,0,33,177111,5367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2788.5,986,M,1955-05-16,Ostrava - mesto
821,1996-03-16,monthly,Prostejov,1,,,,,,,,5800,15,34556,300,33,128733,3901,11,28000,2545.4545454545455,33,2849,86.33333333333333,29,41644,1436,28,420,15,58,77480,1335.8620689655172,0,0,0,0,0,0,29,18879,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1043.5,987,M,1952-05-20,Prostejov
822,1996-10-04,monthly,Teplice,2,1,,,,,,,17100,15,35170,500,0,0,0,1,500,500,27,2185,80.92592592592592,22,39248,1784,22,330,15,26,118940,4574.615384615385,0,0,0,0,0,0,0,0,0,27,186597,6911,0,0,0,0,0,0,0,0,0,0,0,0,1,1784,988,F,1939-10-01,Teplice
823,1997-09-19,monthly,Novy Jicin,1,,,,,,,,1515,15,25009,1100,15,49260,3284,1,1100,1100,11,885,80.45454545454545,10,620,62,10,150,15,5,4200,840,0,0,0,10,6120,612,10,15150,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,729.6666666666666,990,M,1961-12-24,Novy Jicin
824,1996-03-21,monthly,Ceska Lipa,1,1,,,,,,,9100,15,55771,700,0,0,0,46,331560,7207.826086956522,33,4487,135.96969696969697,28,151368,5406,28,420,15,45,130200,2893.3333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5406,991,M,1941-06-27,Ceska Lipa
825,1996-03-06,monthly,Prachatice,1,,1997-02-02,53076,4423,12,expired,FALSE,14700,15,65122,500,0,0,0,48,618886,12893.458333333334,34,5159,151.73529411764707,29,267815,9235,29,435,15,64,255480,3991.875,12,53076,4423,0,0,0,0,0,0,0,0,0,2,5500,2750,0,0,0,0,0,0,0,0,0,2,6829,992,M,1948-05-21,Prachatice
826,1996-10-05,monthly,Chrudim,1,,,,,,,,11300,15,43603,700,0,0,0,32,262751,8210.96875,27,2576,95.4074074074074,22,100100,4550,22,330,15,30,116680,3889.3333333333335,0,0,0,23,3887,169,23,19918,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1861.6666666666667,993,F,1969-10-31,Chrudim
827,1996-02-23,monthly,Liberec,2,,,,,,,,4230,15,31310,1000,34,115294,3391,1,1000,1000,30,2551,85.03333333333333,30,67800,2260,29,435,15,27,21660,802.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2260,994,M,1971-04-27,Liberec
828,1997-02-12,monthly,Hl.m. Praha,1,,,,,,,,13900,15,53254,1000,0,0,0,27,335650,12431.481481481482,23,2785,121.08695652173913,18,159336,8852,18,270,15,29,142240,4904.827586206897,0,0,0,0,0,0,0,0,0,0,0,0,6,16300,2716.6666666666665,0,0,0,0,0,0,0,0,0,1,8852,996,F,1980-06-26,Hl.m. Praha
829,1996-11-10,monthly,Kromeriz,2,,,,,,,,2120,15,34294,800,26,82706,3181,1,800,800,26,2140,82.3076923076923,22,46640,2120,21,315,15,10,7380,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2120,997,M,1950-11-11,Kromeriz
830,1993-02-08,monthly,Ostrava - mesto,2,,,,,,,,35040,15,95451,200,0,0,0,72,1265654,17578.527777777777,70,15880,226.85714285714286,0,0,0,65,975,15,87,1183060,13598.3908045977,0,0,0,0,0,0,0,0,0,0,0,0,24,39900,1662.5,0,0,0,0,0,0,0,0,0,,,999,F,1966-09-01,Ostrava - mesto
831,1996-09-18,monthly,Chrudim,1,1,,,,,,,3700,15,21799,1000,27,92799,3437,1,1000,1000,23,1520,66.08695652173913,23,52693,2291,22,330,15,19,24960,1313.6842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2291,1001,M,1947-04-14,Chrudim
832,1996-05-24,monthly,Havlickuv Brod,1,1,,,,,,,4100,15,22456,500,31,99293,3203,1,500,500,27,1755,65,27,57645,2135,26,390,15,30,24290,809.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2135,1002,F,1944-03-08,Havlickuv Brod
833,1996-08-29,monthly,Tachov,1,1,,,,,,,5900,15,33070,900,0,0,0,1,900,900,25,1902,76.08,24,83088,3462,23,345,15,22,48240,2192.7272727272725,0,0,0,0,0,0,0,0,0,28,157192,5614,0,0,0,0,0,0,0,0,0,0,0,0,1,3462,1003,F,1937-10-31,Tachov
834,1997-05-23,monthly,Beroun,1,,,,,,,,7400,15,24840,900,19,75012,3948,4,10800,2700,19,1131,59.526315789473685,15,37095,2473,14,210,15,15,30670,2044.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2473,1004,M,1957-09-25,Beroun
836,1996-07-28,monthly,Nachod,2,1,,,,,,,27000,15,51280,1100,0,0,0,33,239622,7261.272727272727,29,2995,103.27586206896552,25,3125,125,24,360,15,28,117380,4192.142857142857,0,0,0,0,0,0,25,73350,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1529.5,1006,F,1942-06-28,Nachod
837,1993-09-18,monthly,Nachod,1,,,,,,,,26400,15,81694,400,0,0,0,66,1472490,22310.454545454544,63,10881,172.71428571428572,59,545750,9250,58,870,15,120,885900,7382.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9250,,,,
838,1993-10-23,monthly,Pardubice,2,2,,,,,,,4900,100,36400,1100,0,0,0,29,63700,2196.551724137931,9,428,47.55555555555556,0,0,0,0,0,0,30,59900,1996.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
839,1995-01-17,monthly,Jindrichuv Hradec,1,,,,,,,,29400,15,92818,500,0,0,0,49,1255352,25619.428571428572,47,11314,240.72340425531914,43,182922,4254,42,630,15,58,975400,16817.241379310344,0,0,0,0,0,0,0,0,0,0,0,0,15,40500,2700,0,0,0,0,0,0,0,0,0,1,4254,1011,M,1939-07-13,Jindrichuv Hradec
840,1996-03-12,monthly,Karvina,2,,,,,,,,44000,15,79941,500,0,0,0,35,904040,25829.714285714286,34,7141,210.02941176470588,29,133574,4606,29,435,15,59,714420,12108.813559322034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4606,1012,F,1966-02-13,Karvina
841,1993-11-04,monthly,Hl.m. Praha,1,1,,,,,,,8200,15,56567,800,0,0,0,1,800,800,62,7738,124.80645161290323,58,122322,2109,57,855,15,91,200410,2202.3076923076924,0,0,0,0,0,0,0,0,0,62,357864,5772,0,0,0,0,0,0,0,0,0,0,0,0,1,2109,1014,M,1931-02-08,Hl.m. Praha
842,1995-04-07,monthly,Uherske Hradiste,2,1,,,,,,,7400,15,25376,700,0,0,0,1,700,700,45,2788,61.955555555555556,41,134398,3278,40,600,15,33,71930,2179.6969696969695,0,0,0,0,0,0,0,0,0,45,221310,4918,0,0,0,0,0,0,0,0,0,0,0,0,1,3278,1015,M,1934-03-13,Uherske Hradiste
843,1997-04-09,monthly,Kutna Hora,1,,,,,,,,7900,15,28819,900,21,62370,2970,7,18000,2571.4285714285716,21,1580,75.23809523809524,16,15280,955,16,240,15,23,33280,1446.9565217391305,0,0,0,16,14352,897,17,2176,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,660,1017,F,1943-02-12,Kutna Hora
844,1994-04-28,monthly,Blansko,1,,,,,,,,62400,15,126302,700,56,2853158,50949.25,1,700,700,56,10927,195.125,52,85280,1640,51,765,15,103,2052496,19927.14563106796,0,0,0,0,0,0,52,651612,12531,0,0,0,4,12900,3225,0,0,0,0,0,0,0,0,0,2,7085.5,1018,M,1945-02-28,Blansko
845,1997-12-27,monthly,Ceske Budejovice,1,,,,,,,,21200,15,86633,300,0,0,0,13,324156,24935.076923076922,12,2113,176.08333333333334,8,77208,9651,7,105,15,13,168300,12946.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,3,7400,2466.6666666666665,0,0,0,0,0,0,0,0,0,1,9651,1019,F,1946-12-22,Ceske Budejovice
846,1996-03-09,monthly,Olomouc,1,,1996-07-28,187104,7796,24,expired,FALSE,58600,15,148870,300,0,0,0,64,1473360,23021.25,34,8045,236.61764705882354,0,0,0,31,465,15,75,1176551,15687.346666666666,24,187104,7796,0,0,0,0,0,0,0,0,0,1,3300,3300,0,0,0,0,0,0,0,0,0,1,7795.5,1020,F,1977-05-10,Olomouc
847,1996-07-21,monthly,Benesov,1,,,,,,,,26200,15,93865,900,0,0,0,57,238339,4181.3859649122805,29,3849,132.72413793103448,0,0,0,24,360,15,37,186050,5028.378378378378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1021,M,1977-08-05,Benesov
848,1996-06-16,monthly,Tachov,1,1,,,,,,,10900,15,59279,800,0,0,0,42,327350,7794.047619047619,30,3948,131.6,26,88400,3400,25,375,15,38,121060,3185.7894736842104,0,0,0,26,26650,1025,25,39750,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2005,1022,M,1940-07-23,Tachov
849,1996-01-01,monthly,Hl.m. Praha,1,1,,,,,,,41800,0,111108,-5339,0,0,0,34,519556,15281.058823529413,34,3283,96.55882352941177,0,0,0,20,300,15,43,522927,12161.093023255815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,5.4,0,0,0,,,1023,M,1938-12-28,Hl.m. Praha
850,1997-03-07,monthly,Klatovy,1,1,,,,,,,36000,15,88616,300,22,692112,31459.636363636364,1,300,300,22,3427,155.77272727272728,17,251787,14811,17,255,15,36,395020,10972.777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14811,1024,M,1956-03-29,Klatovy
851,1994-09-23,monthly,Cesky Krumlov,1,1,,,,,,,61800,15,153742,200,0,0,0,73,1679107,23001.465753424658,52,8776,168.76923076923077,47,152938,3254,47,705,15,92,1488375,16177.989130434782,0,0,0,0,0,0,47,41407,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2075,1025,M,1964-07-08,Cesky Krumlov
852,1997-10-23,monthly,Hodonin,1,,,,,,,,3570,15,19879,1100,14,43722,3123,1,1100,1100,10,664,66.4,0,0,0,9,135,15,6,8520,1420,0,0,0,0,0,0,18,18738,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1041,1026,M,1979-08-12,Hodonin
853,1996-03-20,monthly,Hl.m. Praha,2,,,,,,,,35840,15,69821,500,0,0,0,37,598855,16185.27027027027,33,5266,159.57575757575756,29,135517,4673,28,420,15,44,370580,8422.272727272728,0,0,0,0,0,0,29,39962,1378,0,0,0,15,31100,2073.3333333333335,0,0,0,0,0,0,0,0,0,2,3025.5,1027,F,1940-11-04,Hl.m. Praha
854,1993-09-21,monthly,Uherske Hradiste,1,,1995-05-30,87216,1817,48,current,FALSE,15000,15,52046,700,0,0,0,66,722948,10953.757575757576,63,6583,104.4920634920635,59,22538,382,58,870,15,105,351600,3348.5714285714284,43,78131,1817,59,167737,2843,58,64090,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1536.75,,,,
855,1994-03-28,monthly,Hl.m. Praha,1,,,,,,,,35680,15,71758,800,0,0,0,72,913192,12683.222222222223,57,9884,173.40350877192984,52,343616,6608,52,780,15,99,506940,5120.606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6608,1030,M,1947-10-11,Hl.m. Praha
856,1996-03-03,monthly,Benesov,1,,,,,,,,15300,15,64327,900,0,0,0,36,481356,13371,34,5926,174.2941176470588,30,108750,3625,29,435,15,41,266660,6503.90243902439,0,0,0,29,3973,137,59,57846,980.4406779661017,0,0,0,3,7000,2333.3333333333335,0,0,0,0,0,0,0,0,0,4,1434.25,1031,F,1968-12-11,Benesov
857,1993-09-16,monthly,Vsetin,2,,,,,,,,6100,15,29688,1100,0,0,0,1,1100,1100,59,4607,78.08474576271186,59,178121,3019,58,870,15,43,90320,2100.4651162790697,0,0,0,0,0,0,0,0,0,63,285327,4529,0,0,0,0,0,0,0,0,0,0,0,0,1,3019,,,,
858,1996-07-13,monthly,Usti nad Orlici,1,,,,,,,,37120,15,81163,900,0,0,0,30,732742,24424.733333333334,29,4857,167.48275862068965,25,136400,5456,24,360,15,54,542040,10037.777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5456,1034,F,1974-11-11,Usti nad Orlici
859,1997-08-26,monthly,Rakovnik,2,2,,,,,,,14560,15,49886,200,0,0,0,18,202400,11244.444444444445,16,1931,120.6875,11,5093,463,11,165,15,27,119360,4420.740740740741,0,0,0,11,18227,1657,23,20865,907.1739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,982.5,1035,F,1971-03-28,Rakovnik
860,1993-03-19,monthly,Hl.m. Praha,1,,,,,,,,13300,15,47988,600,0,0,0,75,1002981,13373.08,69,8365,121.23188405797102,64,516544,8071,64,960,15,125,464360,3714.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8071,1037,F,1965-11-01,Hl.m. Praha
861,1993-09-13,monthly,Domazlice,1,1,,,,,,,22700,15,63139,1000,0,0,0,66,1254871,19013.196969696968,64,7840,122.5,60,546300,9105,59,885,15,105,668300,6364.761904761905,0,0,0,0,0,0,59,28202,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4791.5,,,,
863,1993-05-16,monthly,Novy Jicin,1,1,,,,,,,56500,15,188348,300,0,0,0,127,2959007,23299.267716535433,68,17639,259.3970588235294,66,401742,6087,65,975,15,153,2481417,16218.411764705883,0,0,0,0,0,0,0,0,0,0,0,0,12,36800,3066.6666666666665,0,0,0,0,0,0,0,0,0,2,5260.15,,,,
864,1997-07-08,monthly,Olomouc,1,,,,,,,,5800,15,38792,300,0,0,0,27,127458,4720.666666666667,17,1568,92.23529411764706,13,48087,3699,12,180,15,17,50600,2976.470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3699,1041,M,1961-07-05,Olomouc
865,1996-03-18,monthly,Pelhrimov,2,1,,,,,,,4700,15,31462,900,33,113553,3441,1,900,900,29,2505,86.37931034482759,29,11861,409,28,420,15,17,28940,1702.3529411764705,0,0,0,0,0,0,29,54665,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1147,1042,F,1966-09-25,Pelhrimov
866,1993-01-10,monthly,Nymburk,1,,,,,,,,28100,15,61524,500,0,0,0,80,1007832,12597.9,72,11418,158.58333333333334,67,31155,465,67,1005,15,141,632700,4487.234042553191,0,0,0,67,33768,504,134,260094,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1212.75,1044,F,1971-09-13,Nymburk
867,1997-11-09,monthly,Prostejov,1,,,,,,,,31100,3,88731,-1351,0,0,0,16,383176,23948.5,12,1730,144.16666666666666,8,77744,9718,9,135,15,15,257775,17185,0,0,0,10,4050,405,8,22560,2820,0,0,0,0,0,0,0,0,0,5,32,6.4,0,0,0,3,4314.333333333333,1045,F,1947-12-24,Prostejov
868,1997-05-26,monthly,Hl.m. Praha,1,,,,,,,,14700,15,36341,200,0,0,0,21,206998,9857.047619047618,19,1550,81.57894736842105,15,48585,3239,14,210,15,15,90260,6017.333333333333,0,0,0,0,0,0,15,46785,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3179,1046,M,1975-08-24,Hl.m. Praha
